,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
0,5046.8396,5038.605644570097,5036.776232514354,5039.157726901111,5044.716602632738,5045.553571670217,5047.115586086805,5039.893468623118,5042.227968524129,5052.937659032227,5051.797232632223,5052.383568529308,5055.652679904959,5051.428327939148,5051.770584264748,5040.729461117511,5041.370370185025,5051.8848828218925,5044.519308623999,5051.29153826517,5047.770063675794,5058.595795868488,5060.541021783981,5062.4280724371,5064.257146176265,5065.676070940473,5069.867104548299,5070.275199290964,5071.632626872395,5077.097684023733,5078.276625691376,5085.273517807951,5082.018440583469,5082.626044646197,5078.616185044901,5084.504899500647,5088.6820278750965,5089.18638096726,5081.561763736993,5090.12615232668,5090.652627434517,5087.798194425482,5085.282521890803,5085.127842159406,5095.0090880372645,5095.06964724826,5094.016295000464,5099.995917270461,5094.612686462612,5089.645338655105,5089.72707545174,5076.312399483605,5071.963903314456,5072.276306361639,5069.870330478287,5070.927873422522,5075.823909412468,5076.951752022376,5076.725721957629
1,5046.8396,5055.112931288601,5056.456075012544,5045.035775301025,5039.000577789727,5032.077231196328,5029.289333326433,5023.474727842789,5031.436834610667,5037.250266790952,5038.75101437474,5033.210750279514,5028.114761165267,5017.942035767453,5020.5081062114,5018.905511095106,5006.807410889356,5011.149424122117,5006.5011815033795,5009.179419726237,5008.611546356403,5004.135616358651,5003.805898349334,5013.178947014779,5016.446734706343,5008.489968850546,5005.037720963643,5006.396999648474,5007.076777353024,5007.633423112228,5013.685109114984,5013.834638358055,5015.111152555692,5017.766040671281,5011.210920535984,5006.550492039026,5010.444366799614,5016.703775225645,5009.329628264299,4999.318405842072,4998.000995528981,5005.046864842097,5010.57752532761,5009.767412214596,5009.028348982883,5002.464782176546,5007.184149016431,5007.489768494902,5007.43135290965,5002.027824872592,4997.954837829793,5002.093992996819,4996.8695954085015,4993.342736375369,4990.546886505156,4983.425298764848,4982.929372540474,4980.617800376666,4975.153413886062
2,5046.8396,5046.31227183451,5050.649473045367,5058.92694437883,5053.165742178072,5060.130679993961,5062.788575784354,5060.557065911007,5071.567874289433,5074.06414659479,5076.046796912243,5080.680514014288,5077.168455870244,5073.948443133487,5077.771516786899,5072.339714220218,5068.044648937209,5066.6273765401265,5075.4313194624965,5070.320959522857,5067.2888935357905,5064.091895109457,5070.421434516341,5073.52404289772,5076.154676057919,5073.585473886745,5074.520201107296,5063.569649092551,5064.413182217224,5065.4281660882925,5070.433941371462,5070.460045100543,5073.358544633596,5070.298167179934,5082.258701515802,5088.559716753526,5085.15939039678,5093.368144878637,5088.819564095748,5084.203212915585,5084.801299906856,5086.4939269734305,5080.693834728397,5083.849614260147,5089.57033815936,5095.337234286903,5091.898342677367,5092.322638684764,5080.80526839349,5082.521578492712,5085.149929475703,5085.255850927794,5080.146007182254,5086.146124110314,5079.176936867848,5073.875704971657,5073.514152663842,5073.801411493351,5083.42124923162
3,5046.8396,5049.950275903737,5050.6679261986765,5047.149354390298,5048.362832604042,5047.209633324041,5045.860442232148,5039.845828418441,5041.120729753649,5042.836919848202,5047.828680913272,5049.379511008643,5044.265376252199,5043.351208324751,5047.2014622598945,5049.810185659676,5056.20225650316,5061.312947458899,5058.731042488027,5055.910807705542,5044.51880817754,5046.611352153271,5051.964414530201,5042.145818248179,5044.637399398055,5042.422983113486,5043.39604924241,5039.419763328653,5037.542407484839,5041.981210051037,5048.583856245779,5051.437654827543,5062.519211914357,5067.122530160197,5059.710753237185,5057.8138793705775,5059.76447477896,5055.885562223025,5061.039654810221,5053.71649875607,5042.6495164036005,5038.748267865939,5040.670743009982,5035.176593474809,5040.439584628397,5041.465280951104,5048.894379020755,5051.738713332913,5055.042619954307,5055.4412008951085,5067.702156702711,5069.773797778521,5073.84905531081,5086.3519421468,5079.335713025836,5078.665460381824,5077.611082621688,5075.755737806748,5073.680623200084
4,5046.8396,5057.099145043763,5054.592009286056,5061.81036161171,5073.60327863655,5077.334813913395,5078.435803311711,5085.723693441499,5080.112366971161,5074.714232071346,5065.432057081242,5075.295841730363,5075.045518328927,5073.683273036807,5076.515690994782,5073.824995485449,5078.672330905262,5075.000210106093,5079.544715976077,5077.122556354391,5089.132322770672,5087.517963436817,5087.2141767941575,5081.146362329395,5074.695742724097,5085.061232007964,5083.3729789288855,5086.624030170451,5093.961910192686,5095.85158330909,5093.879615132456,5101.707807148441,5104.925348317859,5106.430225748192,5099.5420458079325,5092.997291798624,5090.755265765959,5082.235112959298,5075.894512412105,5076.368933082087,5077.225972418311,5084.361352967434,5069.173647074581,5066.520422006589,5068.093463027518,5068.724805484043,5066.8789958415655,5077.1920120282175,5080.843140895339,5088.174302428235,5099.131967144239,5103.332494552026,5102.196173047605,5095.680490605907,5097.635073431398,5093.636120813636,5086.063767794582,5087.400793967687,5090.99418398828
5,5046.8396,5046.658048235773,5042.359234901655,5049.227120614402,5041.844532880374,5042.6870447194015,5042.944927851336,5041.950857323988,5050.032156968404,5041.170895501066,5038.155112062304,5038.549357654395,5042.564694398945,5046.550791390025,5039.903087405411,5042.610104250603,5031.693836760615,5029.8514496026755,5033.606326032768,5024.482541109179,5030.344167020499,5026.50284402061,5024.152662024117,5024.7994410647525,5030.231406177931,5025.413815929923,5025.315698858171,5017.434953014692,5023.828203017124,5021.1469382896,5020.06865582081,5027.510837230605,5030.1936603719905,5021.22792000719,5014.819807998392,5022.546652233339,5026.235001627589,5024.718125735655,5020.885091164493,5022.03372870306,5023.907360135463,5022.117466652467,5012.927759529761,5015.5532662298665,5012.061956457812,5014.017026410563,5011.233146424273,5011.291846766651,5019.305204469662,5020.623634914315,5022.85849343976,5028.30429560485,5027.953789937535,5025.158368775608,5029.870396320621,5025.273101863242,5026.972241526549,5019.79587333887,5020.721466349108
6,5046.8396,5051.938606639329,5057.719235117588,5062.905344105415,5063.602069562572,5071.606087334654,5067.36698155964,5079.473126247925,5079.133617780586,5078.329902781106,5080.2538859251745,5084.741561337635,5087.528992871955,5079.893438345385,5089.848674983555,5096.384761390192,5102.904310491721,5106.708981005774,5110.528869191586,5111.327765020517,5111.6107201168425,5116.975767393485,5113.356940118991,5105.2214032864595,5103.186064880716,5105.547851735352,5103.666943134451,5106.345218030475,5110.914742819309,5114.162321047073,5112.804314939283,5115.913135622924,5113.461773183176,5111.734709752728,5113.865025491165,5122.490567470588,5124.913141640303,5122.808680887768,5121.352147683066,5130.5282689806045,5126.1751424122085,5125.839060159897,5121.54460903556,5125.914715691872,5122.105494107133,5128.661530757175,5123.874083249039,5124.461851278431,5126.687453662427,5130.5544681236,5125.149173455262,5125.6523609151845,5119.568602927528,5130.478999000542,5134.407483060249,5133.5891279577445,5125.56647366706,5120.140073861211,5130.8480313831615
7,5046.8396,5052.36839411751,5057.258735549148,5064.993426753419,5068.781572994054,5069.468294917244,5067.627270553234,5080.648030970816,5090.942066015818,5089.725837400854,5084.496186154396,5087.235569099784,5080.657325027308,5083.121528575911,5080.643263530943,5073.098894096524,5071.326737436801,5074.876463378529,5076.483411683869,5075.040303776322,5080.966802288956,5088.611431147088,5090.534949765463,5094.2822746398215,5094.391845283557,5096.441398789615,5103.088608312622,5110.051962063802,5117.245823170427,5107.857489710024,5103.980043741141,5101.147585001339,5106.563649424567,5114.1223102432805,5114.984779877202,5113.013601944214,5105.425319661927,5096.270046228694,5095.86011597087,5087.1058237315165,5091.290627292983,5092.01125106473,5099.7860203780965,5098.688727026339,5097.855808787115,5107.161469052849,5109.513673385023,5103.165605662206,5103.255895442913,5112.569470117403,5119.943439773025,5123.89790662035,5127.097302412452,5129.03506209403,5131.423898375998,5134.265807146168,5137.049263731427,5139.303771351831,5142.054582007838
8,5046.8396,5048.344645119951,5048.857656499162,5041.412319953338,5047.406435946956,5047.582471721917,5040.242377799149,5037.135619156234,5033.232779711117,5035.098607969609,5033.727050575181,5039.972612186838,5033.400499032412,5033.3615936918,5026.543383827438,5023.090843014826,5029.287068595847,5023.471045943599,5020.759786434506,5020.563968741975,5022.362780814199,5022.763842769848,5030.75382408801,5026.401181676488,5028.750937373546,5032.057267051523,5029.2881666090025,5031.438586565499,5036.514992178217,5039.725281707341,5045.203732471574,5046.628342857564,5058.204152329465,5052.783120951357,5054.861733820887,5049.487171345149,5055.922866671788,5053.615761207,5059.500143736288,5060.795725746782,5055.722819893708,5057.5777605807925,5058.542884469715,5060.28787270758,5067.44969164131,5075.57934344029,5078.2889176735325,5072.161068717907,5065.48012968507,5064.617018092691,5065.436290033174,5061.6779275103545,5058.811711044768,5074.3741937085715,5079.916299890883,5082.913202959503,5089.724126804576,5100.093998512356,5108.319524654782
9,5046.8396,5049.745617592849,5053.568852888288,5053.549676856901,5057.333175347355,5054.366902441267,5050.477827901198,5043.991003549512,5035.028280026391,5040.2746651476755,5042.655279968974,5047.9905238966985,5042.291682181308,5039.108638767982,5033.505611120461,5040.181760305742,5032.322352888834,5030.684673505879,5032.814425781774,5027.242017424043,5029.263152231737,5027.448450008099,5033.9232629354265,5035.9631675832625,5034.19969826343,5039.474138409789,5051.251657531595,5055.234217118408,5054.390503016495,5058.27137025304,5067.154390943098,5062.763084336174,5055.036363030189,5057.6326555116175,5065.904593971955,5072.63639589359,5082.9249395220595,5089.598438422886,5089.221559176686,5090.068927101048,5088.426494595396,5087.599004941245,5080.13633395241,5082.592020480583,5080.102237664196,5085.300034424476,5080.082759903211,5086.507389192081,5086.409312464269,5076.604863849454,5081.702337676113,5066.630550666079,5061.389763268466,5063.331063281942,5062.017071051603,5059.689096400395,5068.673066903075,5063.210409440465,5067.011408387918
